Ad_Id,House_Type,Bedrooms,Bathrooms,Hydro,Heat,Water,Parking,Pet_Friendly,Air_Conditioning,Smoking,Laundry,Dishwasher,Fridge,Furnished,Gym,Pool,24_Hour_Security,Bicycle_Parking,Storage_Space,Elevator_in_Building,Personal_Outdoor_Space,Agreement,Region,Size,Rent
Ad ID 1550826820,Apartment,1,1,No,No,No,0,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,,865
Ad ID 1550826821,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,1 Year,Windsor University South Cameron,,925
Ad ID 1550826869,Apartment,2,1,Yes,No,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,1200
Ad ID 1550826876,Apartment,1,1,Yes,No,Yes,0,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,1050
Ad ID 1550827523,Apartment,2,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,1000
Ad ID 1550827527,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,0,No,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,,800
Ad ID 1550827529,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,1050
Ad ID 1550827532,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,900
Ad ID 1550827889,Apartment,1,1,No,No,No,0,Yes,No,Yes,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1225
Ad ID 1550847544,House,3 + Den,2,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1800,1775
Ad ID 1550853909,Apartment,1,1,Yes,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Yes,Yes,No,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1489
Ad ID 1550860222,Apartment,2,1,Yes,Yes,No,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,YardBalcony,1 Year,Windsor City Centre NW Walkerville,1000,1400
Ad ID 1550884058,Basement,1,1,Yes,Yes,Yes,0,Limited,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,600,1195
Ad ID 1550889679,Condo,2,2,Yes,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Not Included,No,Yes,Not Included,Yes,Yes,Yes,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,1100,2175
Ad ID 1550902285,Condo,Bachelor/Studio,1,Yes,Yes,Yes,1,Limited,Yes,Outdoors only,Not Included,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor South Central West Walkerville Remington P,440,1100
Ad ID 1550908479,House,5+,2,No,No,No,3,No,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,2400,2500
Ad ID 1550909229,Apartment,1,1,Yes,No,Yes,0,Limited,No,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,470,1000
Ad ID 1550910213,House,2,1,No,No,No,2,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor City Centre NW Walkerville,850,1700
Ad ID 1550910668,Duplex/Triplex,2,1,No,No,No,2,No,Yes,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor East East Walkerville,1000,1800
Ad ID 1550911692,Apartment,2,1,No,No,No,1,Limited,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,1200,1300
Ad ID 1550911806,Condo,1,1.5,No,No,No,1,Yes,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Yes,Not Included,Yes,Yes,Balcony,1 Year,Windsor East Riverside,824,1680
Ad ID 1550914446,Apartment,1,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Yes,Yes,Yes,Not Included,Yes,Balcony,1 Year,Windsor West Forest Glade East Fontainbleu,700,1250
Ad ID 1550914928,Apartment,2,1,No,No,No,0,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,,1000
Ad ID 1550915135,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,1,No,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,,675
Ad ID 1550916413,Apartment,2,1,Yes,Yes,Yes,1,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,,1050
Ad ID 1550916929,Apartment,2,1,Yes,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1200
Ad ID 1550926550,Duplex/Triplex,3,1,Yes,Yes,Yes,1,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1300,1450
Ad ID 1550928961,House,3,2,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,1200,2000
Ad ID 1550949209,Duplex/Triplex,2,1,Yes,No,Yes,2,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1000,
Ad ID 1550952334,Apartment,1,1,Yes,Yes,Yes,1,Limited,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,700,925
Ad ID 1550954365,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,700,925
Ad ID 1550959468,House,4,2,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1800,
Ad ID 1550974423,Duplex/Triplex,2,1,Yes,No,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,750,1200
Ad ID 1550976747,Duplex/Triplex,2,1,Yes,No,Yes,1,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor East East Walkerville,900,1350
Ad ID 1550981474,House,3 + Den,1,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,1200,1595
Ad ID 1550985562,House,4,2,No,No,No,3,Yes,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,1100,2099
Ad ID 1550988304,Apartment,3,1,Yes,Yes,Yes,1,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,Month-to-month,Windsor University South Cameron,1200,1500
Ad ID 1550988485,Duplex/Triplex,3,1,Yes,Yes,Yes,2,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor City Centre NW Walkerville,1200,1500
Ad ID 1550992378,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,0,No,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,,700
Ad ID 1550992380,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,0,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,,475
Ad ID 1550999908,House,2,1,No,No,No,3,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,800,1450
Ad ID 1551012840,Apartment,1,1,Yes,Yes,Yes,3,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Not Included,Not Included,Month-to-month,Windsor South Central West Walkerville Remington P,700,1025
Ad ID 1551018288,House,2 + Den,1,No,No,No,0,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,950,1625
Ad ID 1551030666,House,2 + Den,1.5,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,1200,1050
Ad ID 1551037464,Condo,2,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Yes,Yes,Not Included,Yes,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,1150,1750
Ad ID 1551040738,House,3,2,No,No,No,2,No,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,850,1500
Ad ID 1551051192,House,2,1,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1000,1500
Ad ID 1551055786,House,2,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,900,1000
Ad ID 1551058058,Condo,2,2,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,Yes,Yes,Not Included,Not Included,Yes,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,1151,2200
Ad ID 1551062244,Apartment,1,1,Yes,Yes,Yes,0,Yes,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,800,1150
Ad ID 1551064480,Duplex/Triplex,2,1,Yes,Yes,Yes,2,Limited,Yes,No,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,850,1600
Ad ID 1551069146,Duplex/Triplex,1,1,Yes,Yes,Yes,0,Limited,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,850,1100
Ad ID 1551071002,House,3,1.5,No,No,No,2,Yes,Yes,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Forest Glade,1200,1825
Ad ID 1551114504,Apartment,1,1,Yes,Yes,Yes,1,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,700,950
Ad ID 1551115966,House,4,2,No,No,No,2,Yes,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,2000,2300
Ad ID 1551116774,Condo,Bachelor/Studio,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Yes,Not Included,Yes,Not Included,Yes,Balcony,Month-to-month,Windsor West Forest Glade East Fontainbleu,450,1100
Ad ID 1551124717,House,3,3,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor West Forest Glade East Fontainbleu,1400,2250
Ad ID 1551126701,House,3,1.5,No,No,No,2,Yes,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,Month-to-month,Windsor University South Cameron,1200,1400
Ad ID 1551134260,Apartment,2,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor East East Walkerville,600,1150
Ad ID 1551141009,House,2,1,No,No,No,0,Yes,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Walkerville West Fontainbleu Walker,,900
Ad ID 1551141300,House,2,1,No,No,No,0,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,,1225
Ad ID 1551141623,House,4,2,No,No,No,0,No,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1395
Ad ID 1551141626,House,3,1,No,No,No,3,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,1350
Ad ID 1551141628,House,2,1,No,No,No,0,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor West Forest Glade East Fontainbleu,,1450
Ad ID 1551141640,House,3 + Den,2,No,No,No,3,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Roseland,,1950
Ad ID 1551141644,House,4,2,No,No,No,3,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Roseland,,2300
Ad ID 1551141648,House,1,1,No,No,No,1,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,950
Ad ID 1551141679,House,2,1,No,No,No,0,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,,1250
Ad ID 1551166360,Duplex/Triplex,3,1.5,Yes,Yes,Yes,0,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor East East Walkerville,1200,1700
Ad ID 1551166980,Apartment,1,1,Yes,Yes,Yes,3,Limited,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Yes,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,700,900
Ad ID 1551167241,Apartment,3,1,Yes,No,Yes,3,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Not Included,YardBalcony,1 Year,Windsor University South Cameron,1000,1500
Ad ID 1551167711,House,5+,2,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor University South Cameron,2000,400
Ad ID 1551167911,Apartment,1,1,Yes,Yes,Yes,1,Limited,No,Yes,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,750,1100
Ad ID 1551168030,House,4,2.5,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor South East Malden,2000,2500
Ad ID 1551170038,House,2,1,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,1200,1650
Ad ID 1551171618,Duplex/Triplex,2,1,No,No,No,1,No,Yes,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1000,1700
Ad ID 1551176570,House,4,2,No,No,No,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor Roseland,2400,1950
